child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
1.2780120458730848,-1.7643133950394612,0.27908824743315636,0.14786751970999837,-1.4130345797615518,0.5657074872810942,-1.6190920260077017,1.9028822700845949,-1.4603009321065505
-0.23970753517867885,-0.283871752853681,-0.09701618253375949,0.29183453010236327,0.07165967385599421,-0.04848546615274849,0.6478664305285681,-0.859972814176629,-0.12283509353365299
0.19846398152364275,0.18416070953778346,-0.9660730207097395,-0.49894589435393544,0.28523979600174537,1.0372430621981479,0.6704232310911183,-0.03840439583516186,-0.06491589126548533
1.531190574681523,0.9082228786646526,-1.4480709309586024,0.06513568144337911,-0.35325741470147254,1.3369806826181962,-1.1792344150379779,2.1281510299524165,-0.22130866972196028
-0.6484807731743011,0.43719253094112576,-0.2868941471772508,0.6422280921711634,0.6055858062675495,-0.8234270751567646,0.704258431934943,-0.5419463296573515,0.6081349999736088
-0.356924229431002,-0.8589683248292314,0.4689662120766477,-1.6966235018467537,0.5883098518013682,1.2736714059379326,0.5914744291221932,-0.38293308739771253,0.49489883781841026
-0.16425364243256346,-0.719705122646578,-0.8820885363481952,0.16398061543831138,-0.24947696282225176,0.3991353880440447,0.3095144220903187,-0.8334706071333559,-0.28277708810126967
-1.2637629700531265,-0.7914165247487128,0.699010669240878,-1.22628926514904,1.2370475959811826,-0.9399074941746632,1.290735246561242,-0.6744573648737171,1.5766402117949194
-1.3469308189223965,0.6167025566692665,1.5279010148961194,0.26163837483859165,1.271788254512274,-1.076147261548961,1.1215592423421175,-0.9991094011538129,1.508877189783592
0.5222797491481868,0.7018829375722916,-0.34166663697825805,-1.2433262895263086,0.46102739434196,0.8992024426360818,-0.16417838972323065,-0.6810829166345354,0.11538295296395755
-0.39955735186087515,0.046338180911797554,0.3922847263552377,0.09867199027198982,0.7536954717347211,-2.152909874115779,0.3659064234966936,-0.720836227199445,1.1638386137288788
-0.7988910901916383,1.0727411463323044,-0.6739530751043682,0.37600957106652627,1.2311109750415385,0.36248304037604234,0.6140312296847434,-0.5220696743748965,0.9617797063454081
0.7308879880869767,-1.0995077112512488,-1.2034204765141039,-1.151499722979007,-1.0738182687444824,0.32789709721520577,-0.017559186066654665,-0.4094352944409857,-1.2496937204255973
-0.3749548698402977,0.22621316595879642,0.42149672091577484,0.2955747582183087,0.42451174800764496,-1.4098044809032362,0.6929800316536686,-0.7738406412859913,0.7895069888258655
-1.15864501523028,0.6196197920596697,-0.4402571186200708,0.8081969597318339,0.4711672870976823,0.9796581382446723,-0.017559186066654665,-0.9659816423497214,0.1367962794745732
-1.3127588233755014,1.2153394372599715,1.418356035294105,1.0769601642462385,1.2311109750415385,-0.6649925833114564,1.0651672409357427,-0.720836227199445,1.472234644381757
-0.1310481617996335,0.8059576401692415,-0.5899685907428237,0.5983099695438721,-0.11707445596202443,-0.9487970521084588,0.0952248167460951,-0.15766432752989104,-0.08315670188215424
1.46754200133974,-0.5228011776934802,-0.9916335159502097,-0.19313680605865624,-1.3130125797867211,-1.0700442886822548,-0.9875016102563037,1.5981068890869539,-1.2496937204255973
0.599294275630564,0.33534331365902464,-0.5899685907428237,0.976147209984457,-0.2843190812531838,0.18234688518728293,0.17417361871501869,-0.3763075356368944,-0.5436025112203889
0.6781571563795301,0.2890078121519462,-0.721422566265241,-0.33975348135438677,-0.42402089126169495,0.5033005908253084,0.11778161730864378,0.1669877087502049,-0.6079423376287334
